Supercharger,Street Address,City,State,Zip,Country,Stalls,kW,Elevation_m,Open Date,Latitude,Longitude,Registration_Count
"Hawthorne, NV",705 Hwy 362,Hawthorne,NEVADA,89415,USA,8,150.0,1301,2016-05-03 00:00:00,38.533939,-118.62308,47361
"Lima, MT","108 Bailey St,",Lima,MONTANA,59739,USA,8,150.0,1912,2017-01-09 00:00:00,44.632745,-112.591203,4608
"Sweetwater, TX",300 SE Georgia Ave,Sweetwater,TEXAS,79556,USA,8,150.0,660,2016-08-19 00:00:00,32.450591,-100.392455,230125
"Cisco, TX",16851 Interstate Highway 20,Cisco,TEXAS,76437,USA,8,150.0,513,2016-08-19 00:00:00,32.374263,-99.007197,230125
"Rolla, MO",1705 Martin Spring Dr,Rolla,MISSOURI,65401,USA,8,150.0,293,2016-09-27 00:00:00,37.940064,-91.801658,26861
"Lexington, VA",880 N Lee Hwy,Lexington,VIRGINIA,24450,USA,6,150.0,319,2015-12-16 00:00:00,37.796979,-79.419007,84936
"Champaign, IL",2401 N Prospect Ave,Champaign,ILLINOIS,61822,USA,8,150.0,228,2016-03-23 00:00:00,40.146209,-88.259884,99573
"Red Bluff - S Main St, CA",725 S Main St,Red Bluff,CALIFORNIA,96080,USA,12,250.0,88,2022-07-02 00:00:00,40.163072,-122.228937,1256646
"Columbus - Hilliard Rome Rd, OH",1661 Hilliard Rome Rd,Columbus,OHIO,43228,USA,12,250.0,285,2023-05-12 00:00:00,39.9831,-83.1529,50393
"Peru, IL",1651 Midtown Rd,Peru,ILLINOIS,61354,USA,20,250.0,195,2016-06-22 00:00:00,41.348503,-89.126115,99573
"Terre Haute, IN","Meijer, 5600 E, New Margaret Dr",Terre Haute,INDIANA,47803,USA,8,150.0,171,2016-03-30 00:00:00,39.443345,-87.331737,26101
"West Yellowstone, MT",201 S Canyon St,West Yellowstone,MONTANA,59758,USA,8,150.0,2034,2016-05-25 00:00:00,44.656089,-111.099022,4608
"Lindale, TX",Collin St Bakery 17044 I-20,Lindale,TEXAS,75771,USA,8,150.0,167,2016-06-08 00:00:00,32.470885,-95.450473,230125
"Reno, NV",3800 S Virginia St,Reno,NEVADA,89509,USA,6,150.0,1356,2016-05-05 00:00:00,39.489732,-119.794179,47361
"Pocatello, ID","Clarion Inn, 1399 Bench Rd",Pocatello,IDAHO,83201,USA,8,150.0,1409,2016-05-24 00:00:00,42.899615,-112.435248,8501
"Idaho Falls, ID",940 Pier View Dr,Idaho Falls,IDAHO,83402,USA,8,150.0,1426,2016-06-09 00:00:00,43.485152,-112.05205,8501
"Bend, OR",61535 S Highway 97,Bend,OREGON,97702,USA,8,150.0,1142,2016-06-17 00:00:00,44.03563,-121.308473,64361
"Southampton, NY",850 County Road 39,Southampton,NEW YORK,11968,USA,8,120.0,14,2016-06-03 00:00:00,40.891909,-72.426995,131250
"Meridian, MS",1210 Bonita Lakes Dr,Meridian,MISSISSIPPI,39301,USA,8,150.0,123,2016-10-07 00:00:00,32.35778,-88.671246,3590
"Plattsburgh, NY",60 Smithfield Blvd,Plattsburgh,NEW YORK,12901,USA,8,120.0,94,2016-06-09 00:00:00,44.704537,-73.491829,131250
"Egg Harbor Township, NJ",3121 Fire Rd,Egg Harbor Township,NEW JERSEY,8234,USA,8,120.0,9,2016-06-23 00:00:00,39.393663,-74.562619,134753
"Springfield, MO",3050 North Kentwood St,Springfield,MISSOURI,65803,USA,8,150.0,398,2016-11-16 00:00:00,37.251836,-93.265534,26861
"Miner, MO",2612 E Malone Ave,Miner,MISSOURI,63801,USA,8,150.0,94,2016-06-01 00:00:00,36.893583,-89.533986,26861
"Oakdale, MN",7180 10th St N,Oakdale,MINNESOTA,55128,USA,8,150.0,329,2016-08-17 00:00:00,44.96499,-92.96129,37050
"Shreveport, LA",1133 St. Vincent Ave,Shreveport,LOUISIANA,71104,USA,8,150.0,59,2016-05-12 00:00:00,32.478594,-93.75437,8150
"West Des Moines, IA",1725 Jordan Creek Pkwy,West Des Moines,IOWA,50266,USA,8,150.0,300,2016-10-21 00:00:00,41.599019,-93.806336,9031
"Memphis, TN",1203 Ridgeway Rd,Memphis,TENNESSEE,38119,USA,8,150.0,95,2016-12-01 00:00:00,35.097801,-89.858957,33221
"Santa Barbara, CA",3943 State St,Santa Barbara,CALIFORNIA,93105,USA,16,250.0,61,2021-10-04 00:00:00,34.440227,-119.753359,1256646
"Catoosa, OK",777 W Cherokee St,Catoosa,OKLAHOMA,74015,USA,8,150.0,209,2016-07-16 00:00:00,36.167631,-95.766044,22843
"Bowling Green, KY",1676 Westpark Dr,Bowling Green,KENTUCKY,42104,USA,8,150.0,162,2016-06-24 00:00:00,36.955196,-86.438854,11617
"Lincoln City, OR",1500 SE East Devils Lake Rd,Lincoln City,OREGON,97138,USA,8,150.0,24,2016-08-19 00:00:00,44.957751,-124.010966,64361
"Alexandria, LA",701 4th St,Alexandria,LOUISIANA,71301,USA,8,150.0,23,2016-06-07 00:00:00,31.312424,-92.446436,8150
"Folsom - Palladio Pkwy, CA",220 Palladio Pkwy,Folsom,CALIFORNIA,95630,USA,30,250.0,116,2016-08-13 00:00:00,38.647199,-121.118344,1256646
"Waller, TX",40900 US-290,Waller,TEXAS,77484,USA,16,250.0,80,2022-05-26 00:00:00,30.070698,-95.930431,230125
"Goleta, CA",7004 Market Pl Dr,Goleta,CALIFORNIA,93117,USA,12,250.0,9,2020-05-06 00:00:00,34.427015,-119.871768,1256646
"Aberdeen, MD","Maryland House Sevice Plaza, I-95",Aberdeen,MARYLAND,21001,USA,8,150.0,76,2017-09-01 00:00:00,39.498017,-76.231196,72139
"Port Huron, MI",500 Thomas Edison Pkwy,Port Huron,MICHIGAN,48060,USA,8,150.0,182,2016-08-18 00:00:00,42.998817,-82.428935,50284
"Monroe, LA",4915 Pecanland Mall Dr,Monroe,LOUISIANA,71203,USA,8,150.0,21,2016-09-16 00:00:00,32.496554,-92.055091,8150
"Three Rivers, TX","2645 S Hwy 37, I-37 Exit 72",Three Rivers,TEXAS,78071,USA,8,150.0,51,2016-09-30 00:00:00,28.521614,-98.185829,230125
"Davenport, IA",North Ridge Shopping Center 4064 E 53rd St,Davenport,IOWA,52807,USA,8,150.0,219,2016-10-21 00:00:00,41.575888,-90.513526,9031
"Columbus, OH",70 E Goodale St,Columbus,OHIO,43215,USA,10,72.0,230,2019-02-15 00:00:00,39.974472,-83.00092,50393
"National Harbor - Potomac Passage, MD",150 Potomac Passage,National Harbor,MARYLAND,20745,USA,12,72.0,11,2019-02-16 00:00:00,38.785335,-77.014771,72139
"Lee, MA",10 Pleasant St,Lee,MASSACHUSETTS,1238,USA,8,150.0,267,2016-08-20 00:00:00,42.29571,-73.239245,73768
"Page, AZ",600 Clubhouse Dr,Page,ARIZONA,86040,USA,8,150.0,1239,2016-09-10 00:00:00,36.924902,-111.468041,89798
"Lincoln, NE",5020 N 27th St,Lincoln,NEBRASKA,68521,USA,8,150.0,368,2017-01-05 00:00:00,40.860817,-96.679723,6920
"Kingsville, TX",2400 South Highway 77,Kingsville,TEXAS,78363,USA,8,150.0,17,2016-11-15 00:00:00,27.493808,-97.844399,230125
"Brewer, ME",5 Walton Dr,Brewer,MAINE,4412,USA,8,150.0,43,2016-09-02 00:00:00,44.775909,-68.73432,7377
"Bloomsburg, PA",11 Ricky Ave,Bloomsburg,PENNSYLVANIA,17815,USA,8,150.0,197,2016-10-14 00:00:00,41.016143,-76.492616,70154
"Berlin, VT",213 Payne Turnpike,Berlin,VERMONT,5602,USA,8,150.0,299,2016-10-03 00:00:00,44.212532,-72.576462,7816
"Watertown, NY",21182 Salmon Run Mall Loop W,Watertown,NEW YORK,13601,USA,8,120.0,156,2016-06-24 00:00:00,43.979585,-75.954114,131250
"Queensbury, NY","Aviation Mall, 578 Aviation Rd",Queensbury,NEW YORK,12804,USA,8,120.0,130,2016-07-15 00:00:00,43.328388,-73.679992,131250
"Marina Del Rey, CA",13534 Bali Way,Marina Del Rey,CALIFORNIA,90292,USA,8,250.0,4,2022-07-28 00:00:00,33.980394,-118.445237,1256646
"Gustine, CA",12411 California Highway 33,Gustine,CALIFORNIA,95322,USA,12,150.0,47,2016-11-16 00:00:00,37.109305,-121.017565,1256646
"Bakersfield, CA",29541 Stockdale Hwy,Bakersfield,CALIFORNIA,93314,USA,10,150.0,93,2016-09-29 00:00:00,35.354643,-119.331607,1256646
"Ozona, TX",1307 Avenue A,Ozona,TEXAS,76943,USA,6,150.0,718,2017-01-19 00:00:00,30.706696,-101.195962,230125
"Loveland, CO",Embassy Suites at 4705 Clydesdale Pkwy,Loveland,COLORADO,80538,USA,10,150.0,1546,2016-12-29 00:00:00,40.44146,-104.991205,90083
"Ogallala, NE",501 Stagecoach Trail,Ogallala,NEBRASKA,69153,USA,8,150.0,977,2016-12-02 00:00:00,41.116493,-101.709415,6920
"Gothenburg, NE",318 Platte River Rd,Gothenburg,NEBRASKA,69138,USA,8,150.0,780,2016-12-02 00:00:00,40.917317,-100.169913,6920
"Channelview, TX",16311 East Fwy,Channelview,TEXAS,77530,USA,8,150.0,7,2016-10-10 00:00:00,29.784665,-95.110612,230125
"Birmingham, AL",2221 Richard Arrington Jr Blvd N,Birmingham,ALABAMA,35203,USA,8,150.0,182,2016-11-16 00:00:00,33.525917,-86.806875,13047
"North Aurora, IL",151 Hansen Blvd,North Aurora,ILLINOIS,60542,USA,16,250.0,212,2016-10-05 00:00:00,41.802949,-88.370249,99573
"Childress, TX",1300 Avenue F NW,Childress,TEXAS,79201,USA,8,150.0,580,2016-10-19 00:00:00,34.432426,-100.218676,230125
"Twentynine Palms, CA",73829 Baseline Rd,Twentynine Palms,CALIFORNIA,92277,USA,8,150.0,631,2016-12-09 00:00:00,34.12046,-116.050953,1256646
"Brush, CO",1156 Colorado Ave,Brush,COLORADO,80723,USA,8,150.0,1289,2016-12-31 00:00:00,40.270895,-103.62223,90083
"Oswego, IL",2700 US-34,Oswego,ILLINOIS,60543,USA,12,250.0,202,2022-05-28 00:00:00,41.699456,-88.3123,99573
"Jackson, TN",56 Casey Jones Ln,Jackson,TENNESSEE,38305,USA,8,150.0,100,2016-11-30 00:00:00,35.660349,-88.855771,33221
"Jackson, WY",1155 S Highway 89,Jackson,WYOMING,83001,USA,8,150.0,1868,2016-10-19 00:00:00,43.463995,-110.794875,1139
"Tarrytown, NY",600 White Plains Rd,Tarrytown,NEW YORK,10591,USA,12,120.0,51,2016-12-02 00:00:00,41.061499,-73.836411,131250
"Las Vegas - Las Vegas Blvd S, NV",6509 S Las Vegas Blvd,Las Vegas,NEVADA,89119,USA,10,150.0,673,2017-03-08 00:00:00,36.070633,-115.17295,47361
"Nephi - S Main St, UT",2120 S Main St,Nephi,UTAH,84648,USA,8,250.0,1555,2023-05-28 00:00:00,39.677755,-111.841252,39998
"Fort Stockton, TX",2571 N Front St,Fort Stockton,TEXAS,79735,USA,8,150.0,901,2018-10-15 00:00:00,30.905492,-102.88453,230125
"Knoxville, TN",11038 Parkside Dr,Knoxville,TENNESSEE,37934,USA,8,150.0,286,2015-05-27 00:00:00,35.901319,-84.149634,33221
"Groveland, CA",11875 Ponderosa Ln,Groveland,CALIFORNIA,95321,USA,7,150.0,865,2016-12-16 00:00:00,37.838679,-120.23199,1256646
"Midland, TX",3001 Antelope Trail,Midland,TEXAS,79703,USA,8,150.0,863,2016-12-24 00:00:00,31.947361,-102.141289,230125
"Junction, TX",2415 N Main St,Junction,TEXAS,76849,USA,8,150.0,519,2017-01-04 00:00:00,30.509233,-99.77456,230125
"Fish Camp, CA",1122 California 41,Fish Camp,CALIFORNIA,93623,USA,8,150.0,1557,2016-12-15 00:00:00,37.473828,-119.635893,1256646
"Grand Island, NE",3335 W Wood River Rd,Grand Island,NEBRASKA,68803,USA,8,150.0,574,2017-01-06 00:00:00,40.829973,-98.379822,6920
"Clearwater, MN",950 MN-24,Clearwater,MINNESOTA,55320,USA,8,150.0,304,2016-12-22 00:00:00,45.411899,-94.054852,37050
"Texarkana, TX",3101 Mall Dr,Texarkana,TEXAS,75503,USA,8,150.0,100,2016-12-21 00:00:00,33.459926,-94.077179,230125
"Mt. Gilead, OH",6200 State Route 95,Mt. Gilead,OHIO,43338-9548,USA,8,150.0,354,2016-12-16 00:00:00,40.494024,-82.712896,50393
"Evanston, WY",101 Wasatch Rd,Evanston,WYOMING,82930,USA,8,150.0,2080,2017-07-18 00:00:00,41.263157,-110.985309,1139
"Arlington, TX",1200 Ballpark Way,Arlington,TEXAS,76011,USA,10,150.0,164,2017-04-22 00:00:00,32.754659,-97.082823,230125
"Flatonia, TX",1415 FM 609 at I-10,Flatonia,TEXAS,78941,USA,8,150.0,128,2017-05-14 00:00:00,29.697904,-97.099993,230125
"Howard, WI",2015 Shawano Ave,Howard,WISCONSIN,54303,USA,8,150.0,188,2017-09-08 00:00:00,44.5354319,-88.0777788,24943
"Little Rock, AR",11231 Bass Pro Pkwy off of I-430,Little Rock,ARKANSAS,72209,USA,10,150.0,95,2017-05-20 00:00:00,34.6614,-92.41031,7108
"Bristol, TN",428 Pinnacle Pkwy,Bristol,TENNESSEE,37620,USA,8,150.0,549,2017-06-17 00:00:00,36.591697,-82.261339,33221
"San Jose - East Capitol Expressway, CA",3096 Tuers Rd,San Jose,CALIFORNIA,95121,USA,20,250.0,48,2020-08-29 00:00:00,37.300551,-121.825198,1256646
"Paso Robles, CA",2449 Golden Hill Rd,Paso Robles,CALIFORNIA,93446,USA,28,250.0,243,2020-09-04 00:00:00,35.645482,-120.660047,1256646
"Traverse City, MI","Meijer, 3955 US-31",Traverse City,MICHIGAN,49684,USA,10,150.0,191,2017-09-10 00:00:00,44.744729,-85.644019,50284
"Myrtle Beach, SC","Coastal Grand Mall, 2000 Coastal Grand Cir",Myrtle Beach,SOUTH CAROLINA,29577,USA,10,150.0,6,2017-03-25 00:00:00,33.704388,-78.925172,20873
"Milford - Boston Post Rd, CT","Connecticut Post Mall, 1201 Post Rd",Milford,CONNECTICUT,6460,USA,14,150.0,6,2017-04-28 00:00:00,41.238035,-73.036156,31557
"Ardmore, OK",322 Holiday Dr,Ardmore,OKLAHOMA,73401,USA,8,150.0,259,2015-03-13 00:00:00,34.179106,-97.165632,22843
"Florida City, FL",33505 S Dixie Hwy,Florida City,FLORIDA,33034,USA,8,150.0,1,2017-06-02 00:00:00,25.456825,-80.474341,254878
"Gardnerville, NV","Topaz Lodge, 1979 US-395",Gardnerville,NEVADA,89410,USA,6,150.0,1579,2015-10-22 00:00:00,38.696426,-119.548534,47361
"Van Horn, TX",1921 SW Frontage Rd,Van Horn,TEXAS,79855,USA,8,150.0,1230,2017-02-20 00:00:00,31.03448,-104.861431,230125
"Rock Springs, WY",2441 Foothill Blvd,Rock Springs,WYOMING,82901,USA,8,150.0,1904,2017-08-10 00:00:00,41.580815,-109.262137,1139
"Klamath Falls, OR",1401 Washburn Way,Klamath Falls,OREGON,97603,USA,8,150.0,1250,2017-03-16 00:00:00,42.216906,-121.756218,64361
"Bolingbrook, IL",755 E Boughton Rd,Bolingbrook,ILLINOIS,60440,USA,16,250.0,226,2017-05-31 00:00:00,41.722189,-88.037278,99573
"New Rochelle, NY",33 Lecount Place,New Rochelle,NEW YORK,10801,USA,8,72.0,36,2018-06-04 00:00:00,40.912298,-73.780132,131250
"North East, MD","Chesapeake House Travel Plaza, I-95",North East,MARYLAND,21901,USA,10,150.0,111,2017-09-10 00:00:00,39.612048,-76.009908,72139
"Dows, IA",904 Cardinal Ave,Dows,IOWA,50071,USA,8,150.0,360,2017-06-30 00:00:00,42.673838,-93.462294,9031
"Santa Fe, NM",8380 Cerrillos Rd,Santa Fe,NEW MEXICO,87507,USA,8,150.0,1961,2017-04-13 00:00:00,35.611793,-106.032196,10276
"Summerton, SC",500 Buff Blvd,Summerton,SOUTH CAROLINA,29148,USA,8,250.0,35,2021-12-23 00:00:00,33.587091,-80.357191,20873
"Charlottesville, VA",2100 Bond St,Charlottesville,VIRGINIA,22901,USA,8,150.0,149,2017-09-08 00:00:00,38.067051,-78.492702,84936
"Charleston, WV",100 Kanawha Blvd East,Charleston,WEST VIRGINIA,25301,USA,8,150.0,181,2017-06-11 00:00:00,38.354712,-81.642845,2758
"Indianapolis - E Southport Rd, IN",5325 E Southport Rd,Indianapolis,INDIANA,46237,USA,12,250.0,252,2022-05-29 00:00:00,39.664746,-86.076234,26101
"Chapel Hill, NC",100 Village Center Dr,Chapel Hill,NORTH CAROLINA,27516,USA,10,250.0,162,2022-07-27 00:00:00,35.969846,-79.06356,70164
"Monroe, WA",15067 N Kelsey St,Monroe,WASHINGTON,98272,USA,12,150.0,20,2017-04-25 00:00:00,47.86274,-121.97672,152101
"Corsicana, TX",2035 Interstate 45 Frontage Rd,Corsicana,TEXAS,75109,USA,10,150.0,132,2013-11-15 00:00:00,32.068577,-96.448229,230125
"Athens, AL",1325 US-72,Athens,ALABAMA,35611,USA,8,150.0,207,2017-05-31 00:00:00,34.785443,-86.942964,13047
"Madison - Northbound, CT",I-95 N,Madison,CONNECTICUT,6443,USA,10,250.0,13,2020-01-30 00:00:00,41.2900852,-72.5803292,31557
"Madison - Southbound, CT",I-95 S,Madison,CONNECTICUT,6443,USA,10,250.0,14,2020-01-30 00:00:00,41.2915926,-72.5790793,31557
"Moses Lake, WA",2709 W Broadway Ave,Moses Lake,WASHINGTON,98837,USA,12,250.0,329,2020-01-03 00:00:00,47.103505,-119.310203,152101
"Warwick, RI",1776 Post Rd,Warwick,RHODE ISLAND,2888,USA,8,250.0,18,2022-03-04 00:00:00,41.733158,-71.43585,6396
"Waukegan, IL",4011 Fountain Square Place,Waukegan,ILLINOIS,60085,USA,20,250.0,218,2023-02-15 00:00:00,42.343425,-87.900068,99573
"Weston, WV",39 Berlin Rd,Weston,WEST VIRGINIA,26452,USA,8,150.0,317,2017-10-02 00:00:00,39.019353,-80.416993,2758
"Vacaville, CA",321 Nut Tree RD,Vacaville,CALIFORNIA,95687,USA,16,150.0,34,2013-12-19 00:00:00,38.366645,-121.958136,1256646
"Sacramento, CA",3668 North Freeway Blvd,Sacramento,CALIFORNIA,95834,USA,10,150.0,4,2017-10-13 00:00:00,38.637729,-121.49718,1256646
"Arlington, WA","Angel of the Winds Casino,3438 Stoluckquamish Ln",Arlington,WASHINGTON,98223,USA,16,150.0,94,2017-06-28 00:00:00,48.21237,-122.183551,152101
"Osage Beach, MO",919 Hwy D,Osage Beach,MISSOURI,65065,USA,8,150.0,242,2017-06-15 00:00:00,38.162028,-92.605238,26861
"Ludington, MI",3900 W US Hwy 10,Ludington,MICHIGAN,49431,USA,8,150.0,197,2017-06-23 00:00:00,43.957103,-86.376093,50284
"Truth or Consequences, NM",2201 F G AMIN ST,Truth or Consequences,NEW MEXICO,87901,USA,8,150.0,1353,2017-07-08 00:00:00,33.15524,-107.251642,10276
"Chicago - North Columbus Drive, IL",225 N Columbus Dr,Chicago,ILLINOIS,60601,USA,10,72.0,177,2017-09-11 00:00:00,41.886458,-87.620262,99573
"Salinas, CA",1606 North Main St,Salinas,CALIFORNIA,93906,USA,14,150.0,29,2017-10-13 00:00:00,36.715699,-121.653992,1256646
"Grenada, MS",2030 Sunset Dr,Grenada,MISSISSIPPI,38901,USA,8,150.0,87,2017-07-08 00:00:00,33.787384,-89.849614,3590
"La Vale, MD",11601 Winchester Rd,La Vale,MARYLAND,21502,USA,8,120.0,331,2017-09-01 00:00:00,39.63626,-78.845748,72139
"Leominster, MA",100 Commercial Rd,Leominster,MASSACHUSETTS,1453,USA,8,150.0,91,2017-12-13 00:00:00,42.529798,-71.744151,73768
"McAllen, TX",800 Convention Center Blvd,McAllen,TEXAS,78501,USA,8,150.0,34,2017-07-28 00:00:00,26.198443,-98.259839,230125
"South Toms River, NJ",379 Dover Rd,Toms River,NEW JERSEY,7857,USA,8,150.0,17,2019-10-18 00:00:00,39.941683,-74.211995,134753
"North Huntingdon, PA","Sheetz, 7821 US-30",North Huntingdon,PENNSYLVANIA,15642,USA,8,150.0,335,2017-09-24 00:00:00,40.314135,-79.671409,70154
"Frederick, MD",5500 Buckeystown Pike,Frederick,MARYLAND,21703,USA,10,150.0,90,2019-11-26 00:00:00,39.384693,-77.405494,72139
"Live Oak, FL",6886 US-129,Live Oak,FLORIDA,32060,USA,12,150.0,38,2017-08-20 00:00:00,30.331363,-82.961355,254878
"Cookeville, TN",377 W Jackson St,Cookeville,TENNESSEE,38501,USA,8,120.0,330,2017-10-23 00:00:00,36.155848,-85.515211,33221
"Falls Creek, PA",1867 Rich Highway,Falls Creek,PENNSYLVANIA,15840,USA,8,150.0,425,2017-08-02 00:00:00,41.14072,-78.784725,70154
"Sherburn, MN",600 State Highway 4,Sherburn,MINNESOTA,56171,USA,8,150.0,395,2017-11-19 00:00:00,43.66182,-94.733012,37050
"Sioux Falls, SD",1900 South Marion Rd,Sioux Falls,SOUTH DAKOTA,57106,USA,8,120.0,435,2017-10-30 00:00:00,43.527655,-96.790579,1675
"Sarasota, FL",5901 North Honore Ave,Sarasota,FLORIDA,34232,USA,20,150.0,8,2017-08-19 00:00:00,27.386306,-82.464377,254878
"Cambridge, OH",2101 Southgate Pkwy,Cambridge,OHIO,43725,USA,8,150.0,242,2017-07-26 00:00:00,40.003569,-81.574967,50393
"Kingman - W Andy Devine, AZ",120 W Andy Devine Ave,Kingman,ARIZONA,86401,USA,16,250.0,1014,2022-01-22 00:00:00,35.189032,-114.058384,89798
"Monterey, CA",1100 Del Monte Center,Monterey,CALIFORNIA,93940,USA,14,250.0,67,2017-08-10 00:00:00,36.585729,-121.898765,1256646
"Baker, CA",71808 Baker Blvd,Baker,CALIFORNIA,97035,USA,40,150.0,283,2017-11-21 00:00:00,35.262495,-116.08079,1256646
"Stateline, NV",50 US-50,Stateline,NEVADA,89449,USA,14,150.0,1896,2017-08-25 00:00:00,38.963471,-119.940651,47361
"Altamonte Springs, FL",305 East Altamonte Dr,Altamonte Springs,FLORIDA,32701,USA,8,120.0,25,2018-05-27 00:00:00,28.664414,-81.380274,254878
"Dickson, TN",100 Barzani Blvd,Dickson,TENNESSEE,37055,USA,8,150.0,262,2017-09-20 00:00:00,36.018349,-87.332955,33221
"Fort Wayne, IN",6309 Lima Rd,Fort Wayne,INDIANA,46818,USA,10,150.0,250,2017-09-08 00:00:00,41.138806,-85.163548,26101
"Pinellas Park, FL",3101 Gandy Blvd,Pinellas Park,FLORIDA,33782,USA,8,150.0,4,2017-08-10 00:00:00,27.8461,-82.678114,254878
"Southlake, TX",Southlake Town Square,Southlake,TEXAS,76092,USA,10,150.0,199,2018-04-19 00:00:00,32.943488,-97.133843,230125
"Carlisle, PA",1720 Harrisburg Pike,Carlisle,PENNSYLVANIA,17105,USA,8,150.0,186,2017-09-30 00:00:00,40.233206,-77.119185,70154
"Gaithersburg, MD",24 Grand Corner Ave,Gaithersburg,MARYLAND,20878,USA,12,150.0,138,2017-12-14 00:00:00,39.118151,-77.202271,72139
"Franklin Park, PA",2615 Nicholson Rd,Franklin Park Township,PENNSYLVANIA,15143,USA,8,150.0,393,2017-09-20 00:00:00,40.613216,-80.100103,70154
"Burlington, NJ",2060 US-130,Burlington,NEW JERSEY,8505,USA,8,120.0,14,2017-09-10 00:00:00,40.101525,-74.793172,134753
"Miami - Bird Rd, FL",6848 Bird Rd,Miami,FLORIDA,33155,USA,12,250.0,2,2022-12-22 00:00:00,25.732331,-80.306178,254878
"Oak Creek, WI",171 W Town Square Way,Oak Creek,WISCONSIN,53154,USA,10,150.0,219,2018-01-26 00:00:00,42.900045,-87.913714,24943
"Willcox, AZ",1251 Virginia Ave,Willcox,ARIZONA,85643,USA,8,150.0,1275,2017-12-15 00:00:00,32.269811,-109.8457,89798
"Tucson, AZ",9255 S Rita Rd,Tucson,ARIZONA,85747,USA,10,150.0,895,2017-10-15 00:00:00,32.083857,-110.803571,89798
"Westminster, CA",1025 Westminster Mall,Westminster,CALIFORNIA,92683,USA,24,72.0,8,2018-12-22 00:00:00,33.745288,-118.012279,1256646
"Cheektowaga, NY",525533 Duke Rd,Buffalo,NEW YORK,14225,USA,8,250.0,199,2020-02-08 00:00:00,42.90741,-78.762239,131250
"Nacogdoches, TX",2615 N Stallings Dr,Nacogdoches,TEXAS,75964,USA,8,150.0,123,2017-09-23 00:00:00,31.651793,-94.679625,230125
"Coeur d'Alene, ID",3458 N Fruitland Ln,Coeur d'Alene,IDAHO,83815,USA,14,250.0,685,2015-03-04 00:00:00,47.708479,-116.794283,8501
"Martinsburg, WV",1465 Edwin Miller Blvd,Martinsburg,WEST VIRGINIA,25401,USA,8,150.0,151,2017-09-30 00:00:00,39.485531,-77.956783,2758
"Centralia, WA",1200 Lum Rd,Centralia,WASHINGTON,98531,USA,20,150.0,56,2013-07-17 00:00:00,46.729732,-122.977454,152101
"Lewes, DE",17663 Dartmouth Dr,Lewes,DELAWARE,19958,USA,8,120.0,7,2017-12-16 00:00:00,38.743725,-75.153394,8435
"Woodstock, GA",915 Ridgewalk Pkwy,Woodstock,GEORGIA,30188,USA,12,250.0,302,2022-01-31 00:00:00,34.118729,-84.528502,92368
"Auburn Hills, MI",850 Brown Rd,Auburn Hills,MICHIGAN,48326,USA,8,150.0,306,2018-03-23 00:00:00,42.706969,-83.288941,50284
"White Hills, AZ",12683 White Hills Rd,Willow Beach,ARIZONA,86445,USA,8,250.0,746,2020-05-13 00:00:00,35.7,-114.476782,89798
"Toledo, OH",1500 E Alexis Rd,Toledo,OHIO,43612,USA,10,150.0,179,2017-11-24 00:00:00,41.721617,-83.509207,50393
"Salt Lake City - S 300 W, UT",1850 S 300 W,Salt Lake City,UTAH,84115,USA,8,250.0,1291,2021-12-09 00:00:00,40.730089,-111.90178,39998
"Fort Lauderdale - Powerline Rd, FL",6191 Powerline Rd,Fort Lauderdale,FLORIDA,33309,USA,8,250.0,2,2022-05-16 00:00:00,26.202627,-80.156465,254878
"Concord, CA",2001 Diamond Blvd,Concord,CALIFORNIA,94520,USA,19,150.0,10,2018-03-02 00:00:00,37.970453,-122.058384,1256646
"Grants Pass, OR",1900 NW 6th St,Grants Pass,OREGON,97526,USA,8,150.0,335,2013-10-22 00:00:00,42.460883,-123.324124,64361
"Deming, NM",1695 US-180,Deming,NEW MEXICO,88030,USA,8,150.0,1324,2017-11-18 00:00:00,32.281357,-107.760281,10276
"Hickory, NC",2191 13th Ave Dr SE,Hickory,NORTH CAROLINA,28602,USA,8,150.0,296,2018-04-04 00:00:00,35.706189,-81.294768,70164
"Santa Clarita, CA",23975 Newhall Ranch Rd,Santa Clarita,CALIFORNIA,91355,USA,32,250.0,344,2018-04-06 00:00:00,34.431041,-118.554319,1256646
"Lone Tree, CO",Park Meadows Center Dr,Lone Tree,COLORADO,80124,USA,10,150.0,1789,2017-11-17 00:00:00,39.562726,-104.873432,90083
"Oacoma, SD",1000 East South Dakota Highway 16,Oacoma,SOUTH DAKOTA,57365,USA,8,150.0,434,2017-10-16 00:00:00,43.803188,-99.383442,1675
"Poncha Springs, CO",6250 Hwy 285,Poncha Springs,COLORADO,81201,USA,8,150.0,2278,2018-02-02 00:00:00,38.51174,-106.076394,90083
"Cottonwood, CA",20635 Gas Point Rd,Cottonwood,CALIFORNIA,96022,USA,12,250.0,135,2022-05-04 00:00:00,40.389145,-122.288208,1256646
